CODIGO,DESCRIPCION," TIPO",CANTIDAD,PRECIO,PRECIO H.,Ubicación,CATEGORIA,PROVEEDOR,TOTAL
1298T,TERMINAL FUSION AZUL 25X3/4 METAL,UND,0,,0,,,,0
1366T,"ADAPTADOR PARA TANQUE 1/ 2""",UND,0,,0,,,,0
1276T,MANOMETRO 150 PSI,UND,0,,0,,,,0
1233T,NEPLO ACERO INOX 1X4,UND,0,,0,,,,0
1382T,"MALLA TELA ALUMINIO 50 X 1,20 ANTIMOSQUITO",UND,0,,0,,,,0
1154T,ORING NEGRO,UND,0,,0,,,,0
1128T,DISCO DESBASTE METAL 4” 1/2,UND,0,,0,,,,0
1402T,TUBO EMT CONECTOR DE 1/2 PARA CAJETIN ELEC,UND,0,,0,,,,0
1500T,ESMALTE DE UÑAS,,0,"2,00 US$","2,4",,,,0
1267T,BOTAS DE CAUCHO PUNTAS DE ACERO,UND,0,,0,,,,0
39G,CONECTOR COFLEX 1-2 X 1-2X 100,,0,,0,,,,0
24G,"UNIVERSAL SOSO 1/2""",,0,,0,,,,0
1410T,KIT DE INSTALACION PANEL SOLAR IBAX CONFORTLINA,UND,0,,0,,,,0
1232T,ADAPTADOR FUSION AMARILLA 20 MM X 1/2 MACHO,UND,0,,0,,,,0
1312T,BROCA 1/4 PARA HIERRO,UND,0,,0,,,,0
1262T,PRESOSTATO BOMBA 80-100 SQUARE-D,UND,0,,0,,,,0
23G,TUBERIA COBRE M 1/2 X 6 M NACOBRE,,0,,0,,,,0
1244T,CODO PVC 45 PRESION 25MM,UND,0,,0,,,,0
86G,TEE COBRE SOSO 3/4,,0,,0,,,,0
1346T,"TANQUE 2500  AZUL ",UND,0,,0,,,,0
1412T,POZO TERMOMETRICO PARA SENSOR DE TEMPERATURA PARA PISCINA,UND,0,,0,,,,0
1311T,BUSHING INOX 1 1/4 X 1/2,UND,0,,0,,,,0
1374T,"TUBO TIPO DREN, DRENAJE 110 MM",UND,0,,0,,,,0
1352T,GUANTE PARA SOLDAR,UND,0,,0,,,,0
12G,PGI PL PERMATEX GOMA INDIA,,0,,0,,,,0
97G,UNIVERSAL COBRE SOSO 3/4 NIBCO,,0,,0,,,,0
1011T,TUBO PVC EC 75X6 M,UND,0,,0,,,,0
1124T,ARENA SACO,UND,0,,0,,,,0
1010T,CODO TF ADAPTADOR 25X3/4,UND,0,,0,,,,0
"1183T ",CALENTADOR DE AGUA 30 GALONES,UND,0,,0,,,,0
1338T,VALVULA MARIPOSA RANURADA 2 1/2 FLOWCOM,UND,0,,0,,,,0
1350T,CRUZ PVC 1/2 LASCO,UND,0,,0,,,,0
1314T,LIJA DE AGUA #80,UND,0,,0,,,,0
"1065T ",TEE REDUCIDA 32X20X32,UND,0,,0,,,,0
20G,"TEE SOSO 1/2""",,0,,0,,,,0
28G,REGULADOR DE GAS DOMESTICO CON MANOMETRO,,0,,0,,,,0
72G,PERNO DE ANCLAJE 5-16,,0,,0,,,,0
102G,REGULADOR HUMCAR 19-35 MBAR,,0,,0,,,,0
19G,SOLDADURA PLATA 5%,,0,,0,,,,0
1256T,"TUBO PVC ROSCABLE 1/2 SCH 80 C 6 M ",UND,0,,0,,,,0
1184T,TEE TF REDUCIDA 75X50 MM,UND,0,,0,,,,0
1061T,TEE REDUCIDA DE 50 X 40 M TORO,UND,0,,0,,,,0
14G,1/4 PLG PL ARANDELAPLANA GALVANIZADA,,0,,0,,,,0
123G,MEDIDOR DE GAS INDUSTRIAL,,0,,0,,,,0
9G,"CODO SOHI 1/2"" BRONCE",,0,,0,,,,0
1365T,"CODO AC 6""",UND,0,,0,,,,0
119G,"UNION GAS AMARILLA 20 MM ",,0,,0,,,,0
29G,REGULADOR DE GAS INDUSTRIAL CON MANOMETRO,,0,,0,,,,0
1286T,"VALVULA REDUCTORA 2"" GENEBRE AGUA",UND,0,,0,,,,0
1246T,UNION PVC PRESION 32X25 MM TGR,UND,0,,0,,,,0
"1355T ",ESPUMA EXPANSIVA 750 ML,UND,0,,0,,,,0
1023T,ANGULO 1X1X3MM,UND,0,,0,,,,0
1182T,BUSHING INOX 3/4 A 1/2,UND,0,,0,,,,0
1313T,"BROCA 7/16"" PARA HIERRO",UND,0,,0,,,,0
1425T,ADAPATADOR ROSCABLE H AGUA CALIENTE 25X1-2 AZUL,UND,0,,0,,,,0
61G,GUANTE DE CUERO GRIS SOLDAR,,0,,0,,,,0
1160T,REDUCCION TF 50-40 TORO,UND,0,,0,,,,0
1318T,TE MECANICA ROSCADA 4 X 1 1/2,UND,0,,0,,,,0
13G,"3/8"" 2A PL PERNO DE ANCLAJE",,0,,0,,,,0
1430T,"VALVULA MARIPOSA 3""",UND,0,,0,,,,0
100G,TEE CON INCERTO AMARILLA 1/2,,0,,0,,,,0
1343T,"TEE MECANICA 1 1/2 X 3/4""",UND,0,,0,,,,0
1221T,CAJA PARA LLAVE 23X15X8,UND,0,,0,,,,0
1310T,"REDUCCION CONICA HG 3/4 X 1/2""",UND,0,,0,,,,0
1153T,MANGUERA H 100 5/16 X  M,UND,0,,0,,,,0
1322T,VALVULA ALIVIO PRESION REGO 3/4,UND,0,,0,,,,0
1165T,NEPLO INOX 1 1/2 X 5,UND,0,,0,,,,0
81G,ABRAZADERA AZUL 20,,0,,0,,,,0
1161T,TERMOCUPLA TORNILLO  K -500C,UND,0,,0,,,,0
1006T,"ADHESIVOS BOMBONA DE GAS ",UND,0,,0,,,,0
68G,REGULADOR DE 2DA 4 KG 1/2 X 3/8 MONDIAL,,0,,0,,,,0
1239T,"BROCA DE WALT HIERRO 1-8""",UND,0,,0,,,,0
1389T,CURVA TF 25 MM AZUL,UND,0,,0,,,,0
1207T,ADAPTADOR DENTADO FLEX 16 X 3/4,UND,0,,0,,,,0
1415T,BOMBA VSE 1 13-15-1,UND,0,,0,,,,0
1044T,"TAPON HN INOX 1/2 ",UND,0,,0,,,,0
1385T,CODO TF 45X25 MM AZUL,UND,0,,0,,,,0
1178T,RIEL METAL 20X11 PC 2 METROS APOLO,UND,0,,0,,,,0
1299T,UNION UZ REPAR 63 MM CORTA PLASTIGAMA,UND,0,,0,,,,0
1259T,YEE PVC DESAGUE 160 MM A 75 MM ENSAMBLADO,UND,0,,0,,,,0
1194T,MANOMETRO 240 PSI,UND,0,,0,,,,0
127G,TEE GAS AMARILLO BO,,0,,0,,,,0
1127T,"VALVULA MARIPOSA RANURADA 4""",UND,0,,0,,,,0
1264T,"TANQUE 5000 L CON NEPLO 2"" TERMOFUNDIDO",UND,0,,0,,,,0
1048T,TEE INOX DE 1/4,UND,0,,0,,,,0
1196T,BUSHING INOX 3/4 X 1/4,UND,0,,0,,,,0
1167T,"VALVULA SECCIONADORA RANURADA 4""",UND,0,,0,,,,0
1290T,"UNIVERSAL PVC ROSCABLE 3/4""",UND,0,,0,,,,0
112G,SOLDADURA DE PLATA AL 2%,,0,,0,,,,0
51G,"TUBERIA COBRE 1/2"" TIPO L  GAS",,0,,0,,,,0
1020T,"TEE PITON BRONCE 3/8""",UND,0,,0,,,,0
64G,"NEPLO BR 1/2""D X 1/2"" IZQ HEMBRA",,0,,0,,,,0
77G,"ELEVADOR 3/4""",,0,,0,,,,0
1186T,BUJE PVC RED SOLID 1X3/4,UND,0,,0,,,,0
1406T,"BOMBA PARA SPA EMAUX SR DIAMETRO DE DESCARGA 2"" POTENCIA DE MOTOR 3HP",UND,0,,0,,,,0
1399T,REDUCTOR AGUA CALIENTE 25X20MM AZUL,UND,0,,0,,,,0
1195T,TEE INOX 3/4,UND,0,,0,,,,0
1342T,CODO TF ADAPTADOR M  25X3-4,UND,0,,0,,,,0
105G,ADAPTADOR PARA CILINDRO DE GAS 3/4,,0,,0,,,,0
1051T,PRESOSTATO AGUA PENTAX 5 BAAR PP5,UND,0,,0,,,,0
126G,"CODO P-P 1/2""",,0,,0,,,,0
30G,MANGUERA GAS AMARILLA POR METRO,,0,,0,,,,0
125G,"ADAPATADOR H AMARILLO 20X1/2""",,0,,0,,,,0
34G,"VALVULA BOLA 1/2"" ANTIFRAUDE HUMCAR",,0,,0,,,,0
98G,VALVULA BOLA GAS 3/4 LARGA,,0,,0,,,,0
"1376T ","CODO HN 45X3-4""",UND,0,,0,,,,0
5G," SET 100 PCS AMARRA PLASTICA NEGRA",,0,,0,,,,0
1092T,BROCA CONCRETO CHINA N0. 12,UND,0,,0,,,,0
66G,"TANQUE ESTACIONARIO: VALVULA DE ALIVIO DE 1 1/4 SEÑAL ETICA ROMBO, NO FUNMAR, INFLAMABLE",,0,,0,,,,0
1015T,"ADAPTADOR PVC M 72X2""",UND,0,,0,,,,0
1074T,UNION TF 40 MM TORO,UND,0,,0,,,,0
36G,"CODO AI ROSC 90X1/2""",,0,,0,,,,0
1070T,VALVULA DESMONTABLE 40 MM,UND,0,,0,,,,0
1414T,BOMBA A-PRES KE 3 150,UND,0,,0,,,,0
1328T,"NEPLO AI 3/4 X 5""",UND,0,,0,,,,0
1100T,"TUBO AC CED10 RANURADO ROJO 2"" X 6M",UND,0,,0,,,,0
95G,VALVULA DE GAS DOMESTICA PLATEADA,,0,,0,,,,0
59G,REGULADOR DE 2DA 10KG 1/2 X/2 RECA 738,,0,,0,,,,0
10G,"CODO SO SO 1/2"" X 45 º",,0,,0,,,,0
"1199T ",SILICON GRIS 3 ONZAS,UND,0,,0,,,,0
1031T,FIBRA NEOLITE NEGRO 1X1X5 MM,UND,0,,0,,,,0
1116T,"VALVULA REDUCTORA DE PRESION 1""",UND,0,,0,,,,0
52G,TACOS EXPANSIVOS 3/8 ECO,,0,,0,,,,0
1361T,BOMBA A PRES K3 150,UND,0,,0,,,,0
1238T,"BROCA DE WALT FIERRO 5-32""",UND,0,,0,,,,0
1266T,"UNION HN 2""",UND,0,,0,,,,0
44G,NEPLO  BRG 1/2DX1/2 IZ,,0,,0,,,,0
55G,UNIFIX GASTOP FUERZA ALTA 10 G,,0,,0,,,,0
1296T,SIKA BOOM 500 ML,UND,0,,0,,,,0
"1419T ",UNION TF 25 MM AZUL,UND,0,,0,,,,0
1094T,"TUBO AC CED 10 RANURADO ROJO ULFM 2"" X 6 M",UND,0,,0,,,,0
78G,"TUBERIA PE 3/4""",,0,,0,,,,0
1347T,REGULADOR 1ERA 14 KG,UND,0,,0,,,,0
1113T,"TEE RANURADA DE 4""",UND,0,,0,,,,0
1056T,REDUCCION TF MH 50 A 32,UND,0,,0,,,,0
1088T,"CODO PVC 45 CED 40 1""",UND,0,,0,,,,0
109G,TUBERIA COBRE L 3/8 X 3 METROS,,0,,0,,,,0
69G,VALVULA ATAQUE RAPIDO VERTICAL SRG,,0,,0,,,,0
91G,REDUCCION SOSO 3/4 A 1/2  NIBCO,,0,,0,,,,0
1060T,TUBO TF 40MM X 4 M TORO,UND,0,,0,,,,0
1278T,VALVULA TF MARIPOSA 32 MM,UND,0,,0,,,,0
1324T,REGULADOR RECA 1ERA 12KL REGULABLE,UND,0,,0,,,,0
1289T,TE PVC PRESION 25 MM PLASTIGAMA,UND,0,,0,,,,0
1069T,"CODO 90 ROSCA HEMBRA 32X 1""",UND,0,,0,,,,0
1101T,"ADAPTADOR PVC H C40 PEGA/ROSCA 1 1/2"" TGR",UND,0,,0,,,,0
1080T,TEE ROSCABLE HEMBRA 25X3/4 RF TORO,UND,0,,0,,,,0
1325T,CODO HN SOLDABLE 1 1/2X45,UND,0,,0,,,,0
1394T,CODO PVC ROSCABLE MACHO 90X20X1-2 AZUL,UND,0,,0,,,,0
1334T,VALVULA PARA LAVADORA 1/2 X3/4 ANGULAR,UND,0,,0,,,,0
1209T,MICROASPERSOR 180S NAAN GARM 70 LH HID,UND,0,,0,,,,0
103G,ACOPLE MANGUERA LLENADO REGO VB 3175A,,0,,0,,,,0
75G,SUELDA FRIO JUST FOR COOPER JACO,,0,,0,,,,0
1254T,REDUCCION HN RANURADA 3X1 1/2,UND,0,,0,,,,0
1G,CARGA DE GAS PARA CLAVADORA PENDEL,,0,,0,,,,0
1212T,BOMBA ALTA PRESION DIESEL 13HP 2X2,UND,0,,0,,,,0
1155T,RED ORING,UND,0,,0,,,,0
37G,CONECTOR COFLEX MANGUERA NEGRA DE 1/2,,0,,0,,,,0
1279T,BOMBA LAPIZ 110 W EVANS,UND,0,,0,,,,0
1391T,ADAPATADOR TF H 1-2 AZUL,UND,0,,0,,,,0
1017T,BROCA SD PLUS 6MM X 100 MM,UND,0,,0,,,,0
99G,ADAPTADOR M 1/2 AMARILLO,,0,,0,,,,0
40G,ATAQUE RAPIDO SRG CVERTICAL,,0,,0,,,,0
1370T,"CODO HG 2X90""",UND,0,,0,,,,0
1138T,LUBRICANTE ANTIOXIDANTE 450 ML,UND,0,,0,,,,0
1243T,PEGA PVC 1106 473 ML NARANJA,UND,0,,0,,,,0
2G," ABRAZADERA SUPER MINI 7/16""",,0,,0,,,,0
1170T,MANOMETRO PAOLO 200 PSI,UND,0,,0,,,,0
1073T,CODO TF 40 X90 TORO,UND,0,,0,,,,0
1354T,CODO SOLDABLE 1 1/4X45,UND,0,,0,,,,0
1378T,TORNILLO PUNTA BROCA 10X3/4,UND,0,,0,,,,0
7G," BROCA PARA CONCRETO 1/4"" BRC",,0,,0,,,,0
1217T,CEMENTO ASFALTICO 4K,UND,0,,0,,,,0
1223T,LLAVE ANGULAR BRIGS 1/2 X 1/2 MM,UND,0,,0,,,,0
110G,"TERMINAL BRONCE SOHE 1-4""",,0,,0,,,,0
1110T,CODO TF 25 X 90 INCERTO METALICO H,UND,0,,0,,,,0
6G," SET 100 PCS AMARRA PLASTICA 12"" X 3",,0,,0,,,,0
122G,PAR DE CONECTORES MEDIDOR INDUSTRIAL,,0,,0,,,,0
1218T,CODO INOX 1/2 CACHIMBA,UND,0,,0,,,,0
1104T,PEGA WEL ON 713 237 ML,UND,0,,0,,,,0
1072T,REDUCCION MH 32 A 20 MM,UND,0,,0,,,,0
67G,VALVULA ATAQUE RAPIDO HORIZONTAL RECA,,0,,0,,,,0
3G,"ADAPTADOR SO HI 1/2""",,0,,0,,,,0
1265T,PERNO EXPANSIVO 1/4 X 2,UND,0,,0,,,,0
1123T,CEMENTO GUAPAN SACO,UND,0,,0,,,,0
1086T,TANQUE TIPO BOTELLA 2500 LITROS RIVAL,UND,0,,0,,,,0
114G,BUSHING DE COBRE 1/2,,0,,0,,,,0
1064T,TEE REDUCIDA 50X20X50,UND,0,,0,,,,0
1111T,"VALVULA CHEKC 3""",UND,0,,0,,,,0
1050T,TEE MECANICA RANURADA RECOMB 3 X 1 1/2,UND,0,,0,,,,0
18G,SOLDADURA PLATA 0%,,0,,0,,,,0
1203T,UNION TF UNIVERSAL 20 MM,UND,0,,0,,,,0
48G,UNIFIX GASTOP FUERZA ALTA 36 ML,,0,,0,,,,0
1327T,"CODO HN RANURADO 45 X 4""",UND,0,,0,,,,0
1205T,NEPLO HN 1 1/4 X 20 CM,UND,0,,0,,,,0
1144T,"SIFON ACORDEON 2P FV E245,02WLBL",UND,0,,0,,,,0
1025T,TEE HN 3-4,UND,0,,0,,,,0
1326T,"TUBO AC CED10 4""",UND,0,,0,,,,0
1418T,TUBO TF 32 MM X 6M AZUL,UND,0,,0,,,,0
1284T,FLOTADOR TANQUE 3/4 COBRE,UND,0,,0,,,,0
1145T,GRIFERIA MZ LAVABO 4 FV NEW PORT E 190/B2 CR,UND,0,,0,,,,0
1180T,PERNO EXPANSIVO 1/4 X 2,UND,0,,0,,,,0
1087T,YEE PVC DESAGUE 160 MM INYECTADO,UND,0,,0,,,,0
1132T,NEPLO HN 1/2 CON CINTURA ULFM,UND,0,,0,,,,0
54G,"ABRAZADERA AZUL 40 1-1/4""",,0,,0,,,,0
57G,ABRAZADERA AZUL 32,,0,,0,,,,0
50G,SIERRA SANFLEX DE 12*24,,0,,0,,,,0
1035T,BROCA CONCRETO 3/8X10 CM,UND,0,,0,,,,0
89G,TAPON COBRE DE 1/2,,0,,0,,,,0
35G,PITON GAS DE 1/2,,0,,0,,,,0
"1105T ","ADAPTADOR PARA TANQUE 2""",UND,0,,0,,,,0
1363T,"BUSHING INOX DE 3 A 2 ",UND,0,,0,,,,0
1089T,PERNO DE ANCLAJE 3/8 X 2 1/2,UND,0,,0,,,,0
"1229T ",ESPUMA DE CONSTRUCCION 500 ML,UND,0,,0,,,,0
26G,VALVULA MARIPOSA,,0,,0,,,,0
8G,CLAVO DE ACERO DE 22 MM PENDEL COLOR VERDE PARA PISTOLA,,0,,0,,,,0
11G,"CODO SO SO 1/2"" X 90 º",,0,,0,,,,0
1282T,NEPLO AI 1 1/4X 8,UND,0,,0,,,,0
94G,ABRAZADERA AZUL 25 DE 3/4,,0,,0,,,,0
1234T,TUBO PVC 160 MM X 6 M,UND,0,,0,,,,0
1079T,TUBO TF 32 MM X 4 M TORO,UND,0,,0,,,,0
1030T,CALEFON RCA 26 LITROS,UND,0,,0,,,,0
"1039T ",NEPLO HN CED 40 2 X 30 CM,UND,0,,0,,,,0
1135T,BROCA PARA ROTOMARTILLO 1/2X10,UND,0,,0,,,,0
1285T,BOMBA PEROFERICA PKM80 1 HP 220V 1X1 PEDROLO,UND,0,,0,,,,0
"1357T ","ELECTROVALVULA 2-2 "" 2W AIRE/AGUA",UND,0,,0,,,,0
1136T,ROCIADOR AUTOMATICO PARED PLATEADO 1/2,UND,0,,0,,,,0
1115T,REDUCCION CONICA 1 1/2 X 1/2,UND,0,,0,,,,0
1120T,TERMOFUND,UND,0,,0,,,,0
1371T,REGULADOR 1ERA ETAPA 55 KG ROJO,UND,0,,0,,,,0
1201T,VALVULA TF BOLA 63 MM,UND,0,,0,,,,0
1295T,TANQUE TIPO BOTELLA 1100 LT AZUL,UND,0,,0,,,,0
1146T,LLAVE CROMADA FV 1/2,UND,0,,0,,,,0
1099T,CRUZ HN RANURADA RECOMB 2 1/2,UND,0,,0,,,,0
1043T,TAPON INOX 1/2 H,UND,0,,0,,,,0
113G,REGULADOR 2DA 17 KG 1/2X1/2 RECA 988LP-03 VERDE,,0,,0,,,,0
1416T,TUBO TF 25 MM X 6M AZUL,UND,0,,0,,,,0
84G,REGULADOR 1RA 1/4 X 1/4 REGO,,0,,0,,,,0
90G,CODO SOSO 3/4 X 90 NIBCO,,0,,0,,,,0
106G,ADAPTADOR HEMBRA 3/4,,0,,0,,,,0
32G,MEDIDOR DE GAS 2.5 M3 DERECHO E IZQUIERDO,,0,,0,,,,0
1225T,BUJE PVC LARGO PRESION 50X25MM,UND,0,,0,,,,0
1185T,ANGULO HN 1 1/2 X 1/8,UND,0,,0,,,,0
1307T,"COLGADOR PERA 4""",UND,0,,0,,,,0
1292T,CALEFON ELECTRICO RADIANCE 11KV 220 V,UND,0,,0,,,,0
80G,EMPAQUE GAS PLANO,,0,,0,,,,0
16G,"TRA 1/2 TEFLON TIPO ALEMAN ROLLO 1/2""",,0,,0,,,,0
41G,REGULADOR RECA 904 40 KG ETAPA 15,,0,,0,,,,0
22G,5GG TUERCA ACERO GALVANIZADA MILIMETRICA,,0,,0,,,,0
1164T,VALVULA ADMISION BRIGS PILOTEADA,UND,0,,0,,,,0
71G,TIRAFONDOS DE 1/4 X 2 1/2,,0,,0,,,,0
1386T,CODO TF 90X25 MM AZUL,UND,0,,0,,,,0
1409T,PANEL SOLAR PARA PISCINA IBAX CONFORTLINE,UND,0,,0,,,,0
1364T,"TUBO AC 6""",UND,0,,0,,,,0
1257T,"ADAPTADOR PVC P/TANQUE ROSC 1/2""",UND,0,,0,,,,0
1417T,TUBO TF 20 MM X 6M AZUL,UND,0,,0,,,,0
1188T,TUBO PVC CED 40 PEGABLE 3/4,UND,0,,0,,,,0
124G,CODO GAS AMARILLO 20X90 H METAL,,0,,0,,,,0
1397T,CONTACTOR IBAMP 220V,UND,0,,0,,,,0
1367T,BOMBA JET 1HP 120V TRUPER,UND,0,,0,,,,0
1077T,DADO MAGNETICO  5-16,UND,0,,0,,,,0
"1372T ","ADAPTADOR TF M 63X2""",UND,0,,0,,,,0
1141T,CODO INOX 1 X 90,UND,0,,0,,,,0
1321T,PERNO EXPANSIVO PARA VARILLA 1/2X3,UND,0,,0,,,,0
33G,PAR DE CONECTORES MEDIDOR G1.6,,0,,0,,,,0
1093T,"TEE MECANICA STRAPT RPSC 2""X1/2""",UND,0,,0,,,,0
118G,TUBERIA DE GAS AMARILLA 20X4 MM,,0,,0,,,,0
1320T,TACO PARA VARILLA DE 1/2,UND,0,,0,,,,0
1356T,TEE MECANICA ROSCADA DE 1 1/2 X 1,UND,0,,0,,,,0
1142T,TUBO DRENAJE RIVAL 110MM,UND,0,,0,,,,0
1280T,TANQUE HID TD 500/10 HIDRO TANK 500L,UND,0,,0,,,,0
73G,ADAPATADOR 1/2 SOHE MACHO COBRE,,0,,0,,,,0
1053T,IMPERCOAT 5A GRIS,UND,0,,0,,,,0
1112T,"VALVULA CHEKC 4""",UND,0,,0,,,,0
128G,VALVULA GAS MARILLA TF 20 BO,,0,,0,,,,0
1130T,"NEPLO AC CED 40 1/2 X 5""",UND,0,,0,,,,0
1091T,"PLATINA 2"" X 1/8""",UND,0,,0,,,,0
1159T,TAPON 3/4 MACHO AZUL,UND,0,,0,,,,0
79G,ATAQUE RAPIDO SRG HORIZONTAL,,0,,0,,,,0
1269T,NEPLO AC 2 X 4 SIN COSTURA,UND,0,,0,,,,0
1297T,TUBO FUSION AZUL 25X6 M ENTERO POLIMEX,UND,0,,0,,,,0
1404T,TEE AGUA CALIENTE 25 MM AZUL,UND,0,,0,,,,0
1222T,BAILEJO,UND,0,,0,,,,0
1075T,RECULADOR PRIMERA 12 KL 932 + MANOMETRO ROJO,UND,0,,0,,,,0
1012T,TUBO PVC EC 50X6 M,UND,0,,0,,,,0
1330T,"TUBO CUADRADO HN 1-2X2""",UND,0,,0,,,,0
1166T,MANGUERA REFORZADA 1/2 METRO ALFLEX,UND,0,,0,,,,0
1098T,BROCA ESCALONADA 15 NIVELES 4 MM,UND,0,,0,,,,0
1216T,REGULADOR MONDIAL 2 KG,UND,0,,0,,,,0
1387T,CODO TF 45X20 MM AZUL,UND,0,,0,,,,0
1339T,CRUZ RANURADA DE 1 1/2,UND,0,,0,,,,0
65G,CALENTADOR AGUA GAS 40 GL RHEEM,,0,,0,,,,0
1331T,"REDUCCION HN RANURDA 4X3""",UND,0,,0,,,,0
1219T,BROCA PORCELANATO 6 MM,UND,0,,0,,,,0
63G,CONECTOR COFLEX ALTA PRESION GAS 1/2X1/2X150,,0,,0,,,,0
1215T,TEE MECANICA 2 1/2 X 1/2,UND,0,,0,,,,0
"1427T ",TUBO TF 32 MM AZUL,UND,0,,0,,,,0
1420T,UNION TF 32 MM AZUL,UND,0,,0,,,,0
1147T,TAPON HG H 1/2,UND,0,,0,,,,0
1381T,UNION TF 20 MM AZUL,UND,0,,0,,,,0
1062T,TEE REDUCIDA 40X32X40,UND,0,,0,,,,0
107G,TAPON H 3/4 COBRE,,0,,0,,,,0
1300T,"TE RANURADA 1 1/4""",UND,0,,0,,,,0
1360T,COLGADOR PERA  1 1/4,UND,0,,0,,,,0
1392T,BOMBA IBAX BOXTER 1 HP MONOFASICA SISTEMA DE PRESION CONSTANTE,UND,0,,0,,,,0
27G,SUPER BONDER,,0,,0,,,,0
1362T,"TEE HG 1""",UND,0,,0,,,,0
1235T,TAPON PVC DESAGUE HEMBRA 160 MM INYECTADO,UND,0,,0,,,,0
85G,TUBERIA COBRE M 3/4 X 6M LUSA,,0,,0,,,,0
1403T,CAJA DE AGUA PARA 12 MEDIDORES,UND,0,,0,,,,0
1168T,SWITCH PRESION 20-40,UND,0,,0,,,,0
1037T,NEPLO CON CINTURA INOX 3/4,UND,0,,0,,,,0
1252T,"CALENTADOR DE AGUA 50 GL GAS ",UND,0,,0,,,,0
1304T,TORNILLO TIPO MARIPOSOA 1/4,UND,0,,0,,,,0
1103T,VALVULA ESERA GRIS AZUL 1 1/2,UND,0,,0,,,,0
1179T,VALVULA PARA LAVADORA 1/2 X3/4 ANGULAR,UND,0,,0,,,,0
62G,EXTINTOR BALON 15CM DIAMETRO,,0,,0,,,,0
1068T,"TEE ROSCA HEMBRA 32 X 1"" X32",UND,0,,0,,,,0
1224T,DESAGUE  PUSH 1 1/4,UND,0,,0,,,,0
1373T,SIFON PVC 160 MM,UND,0,,0,,,,0
1281T,TE AI 1 1/4,UND,0,,0,,,,0
1375T,BOMBA PISCINA 1 HP 220 V,UND,0,,0,,,,0
1157T,TERMOMETRO ANALG 1/2 (0-120c) POSTERIOR GENEBRE,UND,0,,0,,,,0
"1333T ",CEMENTO ASFALTICO 1 LT,UND,0,,0,,,,0
1152T,"LLAVE DE CHORRO CROMADA 1/2 ",UND,0,,0,,,,0
1134T,ABRAZADERA MEDIA LUNA DE 1/2,UND,0,,0,,,,0
1332T,"VALVULA CHECK RANURADA 3 """,UND,0,,0,,,,0
1253T,BUJE TF REDUCTOR 50 A 25 MM,UND,0,,0,,,,0
1413T,CONTROL DIFERENCIAL DE TEMPERATURA  DISPLAY LCD PARA PISCINA,UND,0,,0,,,,0
82G,UNION 16  MM PEALPE,,0,,0,,,,0
1204T,REDUCCION TF H-H 20X25 MM,UND,0,,0,,,,0
1118T,"NEPLO INOX 1""",UND,0,,0,,,,0
1189T,NEPLO HN 3/4,UND,0,,0,,,,0
1163T,BUSHING HG ULFM 1/2X1/4,UND,0,,0,,,,0
1231T,CODO FUSION AMARILLA 20 MM X 90,UND,0,,0,,,,0
1202T,TEE TF 75 MM,UND,0,,0,,,,0
1085T,PERNO DE ANCLAJE 1-4,UND,0,,0,,,,0
17G,TL 10*1 TONILLO TRIPATO/PATO C/LENTEJA,,0,,0,,,,0
1227T,TAPON PVC MACHO 110 MM,UND,0,,0,,,,0
1242T,TANQUE TIPO BOTELLA 2000 LTS,UND,0,,0,,,,0
31G,ABRAZADERA METALICA TITAN 1000,,0,,0,,,,0
1052T,PRESOSTATO AGUA PENTAX 12 BAAR PP12,UND,0,,0,,,,0
1294T,IMPERCOAT CHOVA GRIS 10M,UND,0,,0,,,,0
1007T,TUBO TF 20 X 4 M TORO,UND,0,,0,,,,0
1016T,"PLATINA 1"" X 1 1/8",UND,0,,0,,,,0
1248T,REGULADOR PRIMERA 6KL 1/4X1/4,UND,0,,0,,,,0
1270T,ROSCA PARA TUBO 2 1/2,UND,0,,0,,,,0
1393T,CODO PVC ROSCABLE  MACHO 90X20X1-2 AZUL,UND,0,,0,,,,0
1236T,TUBO TF AMARILLO PARA GAS,UND,0,,0,,,,0
1308T,VALVULA ESFERA PALANCA 1 1/2,UND,0,,0,,,,0
101G,CODO 1/2 X 90 AMARILLO,,0,,0,,,,0
1054T,REDUCCION CONCENTRICA RANURADA ULFM 3X 1 1/2,UND,0,,0,,,,0
1348T,ELECTRODOS 7018,UND,0,,0,,,,0
104G,"CONECTOR COFLEX GAS PIG TAIL 100 CMS ",,0,,0,,,,0
15G,"FF6 TACO FISHER NRO 6 (1/4"")",,0,,0,,,,0
120G,CODO SOHI 3/4X90,,0,,0,,,,0
1369T,MANOMETRO CON GLICERINA 240 PSI CON GLICERINA,UND,0,,0,,,,0
53G,PLASTICO STRECH DE 30X18U,,0,,0,,,,0
83G,TUBO GAS PEALPE,,0,,0,,,,0
1302T,"TUBO CED 40 1 1/4""",UND,0,,0,,,,0
42G,"NEPLO  BR 1/2 X 3/8"" 8 H (RHM-1238) ",,0,,0,,,,0
93G,REGUALDOR RECA 988 ALTA PRESION VERDE,,0,,0,,,,0
1255T,FLOTADOR BR 1/2 BOYA COB,UND,0,,0,,,,0
1250T,"TEE MECANICA RANURADA 3X2""",UND,0,,0,,,,0
1390T,ADAPATADOR TF M 20X 1-2 AZUL,UND,0,,0,,,,0
58G,"AMARRA PLASTICA DE 12""X3",,0,,0,,,,0
