CODIGO,DESCRIPCION," TIPO",CANTIDAD,PRECIO,PRECIO H.,Ubicación,CATEGORIA,PROVEEDOR,TOTAL
363T,HIDROJET 1 1/2 X 1 1/2  COMPLETA LASWM,UND,0,,0,,,,0
364T,LAMPARA PLANO LED 18 W MULTICOLOR ACUACORAL,UND,0,,0,,,,0
365T,TRANSFORMADOR DC 12V 60W ACUACORAL,UND,0,,0,,,,0
366T,VAPOR CON TEMPORIZADOR 9KW 220V TM60A,UND,0,,0,,,,0
367T,"TUBO PVC 1 1/2"" X METROS CED 40",UND,0,,0,,,,0
368T,CODO PVC  PRESION 90X40 MM,UND,0,,0,,,,0
369T,"TEE PVC 40 EC 1 1/2"" TGR",UND,0,,0,,,,0
370T,"CODO PVC 90 1 1/2"" CED 40 TGR",UND,0,,0,,,,0
371T,"CODO PVC 45 1 1/2"" CED 40 TGR",UND,0,,0,,,,0
372T,"UNION   PVC 1 1/2"" CED 40 TGR",UND,0,,0,,,,0
373T,"TAPON PVC MACHO ROSCABLE 1 1/2"" CED 40 TGR",UND,0,,0,,,,0
374T,PEGA WELD-ON 713 1/8 GALON,UND,0,,0,,,,0
375T,TUBO PVC 40 MM X 1.25 MPA X 6 M,UND,0,,0,,,,0
376T,REDUCTOR PVC EXC DESAGUE 110X50 MM RIVAL,UND,0,,0,,,,0
377T,YEE PVC RED 160X110 MM TGF,UND,0,,0,,,,0
378T,REDUCTOR PVC EXC DESAGUE 110X75 MM RIVAL,UND,0,,0,,,,0
379T,UNION PVC DESAGUE 160 MM RIVAL,UND,0,,0,,,,0
380T,LIMPIADOR C-65 174 GALON,UND,0,,0,,,,0
381T,"TAPON PEGABLE 1 1/2"" LASCO",UND,0,,0,,,,0
382T,CODO PEGABLE DE 1/2X90 LASCO,UND,0,,0,,,,0
383T,"BROCA COBALTO DE 5/16""",UND,0,,0,,,,0
384T,SILICON TUBO BLANCO ABRO 310  ML,UND,0,,0,,,,0
385T,SILICON TUBO TRANSPARENTE ABRO 310  ML,UND,0,,0,,,,0
386T,GUAIPE BLANCO 1 LIBRA,UND,0,,0,,,,0
387T,TUBO ROSCABLE PLASTIDOR 1 1-4 X 6 M,UND,0,,0,,,,0
388T,TEE PEGABLE 1 1/4  LASCO,UND,0,,0,,,,0
389T,CODO PEGABLE 1 1-4 X 90 LASCO,UND,0,,0,,,,0
390T,TACO NYLON ESPIRAL P/DRYWALL,UND,0,,0,,,,0
391T,TORNILLO SICON 6X1 PLANCHA,UND,0,,0,,,,0
392T,BROCA PARA METAL H SSS 4341 4.0M,UND,0,,0,,,,0
393T,BROCA PARA METAL H SSS 4341 7.5 M,UND,0,,0,,,,0
394T,BROCA PARA METAL H SSS 4341 7.0 M,UND,0,,0,,,,0
395T,BROCA PARA METAL H SSS 4341 6.0 M,UND,0,,0,,,,0
396T,VALVULA GAS INDUSTRIAL CON REGULADOR,UND,0,,0,,,,0
397T,VALVULA GAS DOMESTICA PLATEADA,UND,0,,0,,,,0
398T,"DISCO CORTE METAL INSDUTRIAL 14""",UND,0,,0,,,,0
399T,"TEFLON REFORZADO DE 3/4""",UND,0,,0,,,,0
400T,TUBO PVC DESAGUE 160 MM RIVAL X 3 METROS,UND,0,"15,75 US$","18,9",,,,0
401T,"BUSHING DESAGUE 160X110M ",UND,0,,0,,,,0
402T,UNION PVC DESAGUE 110MM RIVAL,UND,0,,0,,,,0
403T,"PEGA WELD 705 1/4"" GALON",UND,0,"16,20 US$","19,44",,,,0
404T,ADAPTADOR LIMPIEZA DESAGUE 11O M,UND,0,,0,,,,0
405T,"TEE MECANICA ROSCABLE RECOM 2 1/2X 1 X1/4""",UND,0,,0,,,,0
406T,TAPA TF 50 MM TIGRE,UND,0,,0,,,,0
407T,CODO TF 45 50 MM,UND,0,,0,,,,0
408T,TUBO PVC DESAGUE 200 MM X 6 M,UND,0,,0,,,,0
409T,CODO PVC 45 DESAGUE 200 MM RIVAL,UND,0,,0,,,,0
410T,YEE PVC RED DESAGUE 200 X 160 MM,UND,0,,0,,,,0
411T,SIFON ACORDEON METALIZADO,UND,0,,0,,,,0
412T,CODO 1 1/4 X 45 LASCO,UND,0,,0,,,,0
413T,ARANDELA PLANA DE ACERO 3/4 PL,UND,0,,0,,,,0
414T,TORNILLO PUNTA BROCA C,UND,0,,0,,,,0
415T,BUJE TF 50X20 MM,UND,0,,0,,,,0
416T,PLANCHA DE ESPUMA FLEX N0.2,UND,0,,0,,,,0
417T,"CODO HN RANURADO ULFM 90X1 1/2""",UND,0,,0,,,,0
418T,"CODO HN RANURADO ULFM 45X1 1/2""",UND,0,,0,,,,0
419T,"NEPLO ROSCADO PP DE 1/2""",UND,0,,0,,,,0
420T,"VALVULA ESFERA BR. NIBCO 400 T580 P/C 1""",UND,0,,0,,,,0
421T,"NUDO AI ROSCABLE DE 1""",UND,0,,0,,,,0
422T,TEE TF RED CENTRIFUGA 50X25 MM V,UND,0,,0,,,,0
423T,ADAPTADOR TF H 25X3/4 TGR,UND,0,,0,,,,0
424T,"VALVULA CHEQUE YORK 103 BE 1 1/2""",UND,0,,0,,,,0
425T,ADAPTADOR TF M 50 X 1X 1/2 TIGRE,UND,0,,0,,,,0
426T,"VALVULA BOLA STAND VIENE 216 1""",UND,0,,0,,,,0
427T,"LLAVE ESFERICA DE 1/2"" MANIL MARIPOSA",UND,0,,0,,,,0
428T,TANQUE HIDRONEUMATICO 80 LITROS VERT,UND,0,,0,,,,0
429T,NEPLO INOX C40 1X3,UND,0,,0,,,,0
430T,"ADAPTADOR PVC M CED40  PEGA/ROSC 1"" TGR",UND,0,,0,,,,0
431T,"TEE PVC CED40 E/C 1""",UND,0,,0,,,,0
432T,"RED PVC CED 40 1 1/2X1"" DURA1",UND,0,,0,,,,0
433T,"CODO PVC 90 1/2"" CED 40 DURA",UND,0,,0,,,,0
434T,"ADAPTADOR PVC M CED40 PEGRABLE ROSCABLE 1/2""",UND,0,,0,,,,0
435T,"VALVULA COMP BR PN 1""",UND,0,,0,,,,0
436T,"TUBO PVC 1 ROSCABLE 1"" 80X6 MM",UND,0,,0,,,,0
437T,"UNIVERSAL PVC P 1"" DURA",UND,0,,0,,,,0
438T,JUEGO DE HERRAJE EDESA,UND,0,,0,,,,0
439T,"TAPA PVC HEMBRA ROSCABLE 1 1/2""",UND,0,,0,,,,0
440T,TEE TF RED CENT 50X32X50MM,UND,0,,0,,,,0
441T,ADAPTADOR TF H 32 MMX3/4 TG,UND,0,,0,,,,0
442T,"VALVULA CHECK VERTICAL DE 1 1/2"" PEDROL",UND,0,,0,,,,0
443T,"NUDO INOX 3/4""",UND,0,,0,,,,0
444T,VALVULA ESFERA AGUA 3/4 PALAN FV LIVIA E,UND,0,,0,,,,0
445T,UNION PVC DESAGUE 200 MM,UND,0,,0,,,,0
446T,POLILIMPIA 1 LITRO,UND,0,,0,,,,0
447T,VALVULA CHECK VERTICAL 1 EUROPA 100,UND,0,,0,,,,0
448T,"VALVULA ESFERA AGUA 1"" PALAN H-H GENEBRE 400WO",UND,0,,0,,,,0
449T,"NUDO UNIVERSAL INOX 1""",UND,0,,0,,,,0
450T,RADAR AUTOMATICO GENEBRE 300 CM,UND,0,,0,,,,0
451T,PRESOSTATO BOMBA 30-50 CENTRIPRO AS 4IFX,UND,0,,0,,,,0
452T,MANOMETRO VERTICAL 1/4 150 GENEBRE,UND,0,,0,,,,0
453T,TEE PEGABLE 1/2 LASCO,UND,0,,0,,,,0
454T,ADAPTADOR PEGABLE DE 1/2 H,UND,0,,0,,,,0
455T,VALVULA ESFERA AGUA 1/2 PALAN HH,UND,0,,0,,,,0
456T,BREAKER SWITCH 50A 110 V POW50003,UND,0,,0,,,,0
457T,BREAKER SWITCH 50A 110 V POW50003,UND,0,,0,,,,0
458T,BUJE PVC 1X 1/2 LASCO,UND,0,,0,,,,0
459T,"ADAPTADOR PVC H CED40 1/2"" DURA",UND,0,,0,,,,0
460T,"CODO PVC 90 1"" CED 40 DAMI",UND,0,,0,,,,0
461T,"TUBO PVC SCH40 1""X6M 450 PSI EXT LIS",UND,0,,0,,,,0
462T,"OREJERAS ANTIRUIDO CEN ",UND,0,,0,,,,0
463T,CHALECO REFLECTIVO VERDE,UND,0,,0,,,,0
464T,"CODO DE 1/2"" PLASTIGAMA",UND,0,,0,,,,0
465T,TEE 1/2 PLASTIGAMA,UND,0,,0,,,,0
466T,"LLAVE  DE PASO PALANCA FV DE 1/2""",UND,0,,0,,,,0
467T,"ADAPTADOR TF M 25 MM X 1/2""",UND,0,,0,,,,0
468T,TAPON POLIP 3/4 PMEX,UND,0,,0,,,,0
469T,VALVULA ESFERA AGUA CALIENTE 3/4 ITAP 145 LISTED,UND,0,,0,,,,0
470T,PEGAMENTO PVC WELDON 725 115 ML (4 0Z) AZUL,UND,0,,0,,,,0
471T,TERMO ANALG 1/2 INFERIOR GENEBRE,UND,0,,0,,,,0
472T,ADAPTADOR H  FUSION VESBO 20X1/2 METAL,UND,0,,0,,,,0
473T,CODO FUSION VESBO 20X90,UND,0,,0,,,,0
474T,BOQUILLA TF 50 MM TIGRE,UND,0,,0,,,,0
475T,NUDO FUSION VESBO 25,UND,0,,0,,,,0
476T,NEPLO INOX 1X6,UND,0,,0,,,,0
477T,"ABRAZADERA AZUL 50 X 1 1/2""",UND,0,,0,,,,0
478T,CODO INOX 1X90 CACHIMBA,UND,0,,0,,,,0
479T,BOQUILLA BRONCE 1/2X3/8 M PITON,UND,0,,0,,,,0
480T,DETECTOR MONOXIDO DE CARBONO 9V,UND,0,,0,,,,0
481T,TEE INOX DE 1/2,UND,0,,0,,,,0
482T,"NEPLO AI 3/4X2""",UND,0,,0,,,,0
483T,REDUCTOR AI 3/4 A 1/2 HEMBRA,UND,0,,0,,,,0
484T,REDUCCION INOX 1X3/4,UND,0,,0,,,,0
485T,VALVULA TF ESFERA 32 MM TIGRE,UND,0,,0,,,,0
486T,CABLE GEMELO 2X14,UND,0,,0,,,,0
487T,"DESTORNILLADOR PLANO 1/8X5""",UND,0,,0,,,,0
488T,FIBRA NEOLITE LISO,UND,0,,0,,,,0
489T,NEPLO INOX 1X3,UND,0,,0,,,,0
490T,BUSHING PVC RED DESAGUE 200X160 MM,UND,0,,0,,,,0
491T,CODO PVC 45 DESAGUE 160 MM TIGRE,UND,0,,0,,,,0
492T,YEE PVC 75MM DESAGUE RIVAL,UND,0,"2,25 US$","2,7",,,,0
493T,YEE PVC RED DESAGUE 110X75MM,UND,0,,0,,,,0
494T,"PLATINA H/N 1/2""X3/16""",UND,0,,0,,,,0
495T,ACEITE PENETRANTE 13.5 ONZ. WD-40,UND,0,,0,,,,0
496T,GUANTE REV. NITRILO MASTER NEGRO N100,UND,0,,0,,,,0
497T,TIJERA PVC TUBO TRUPER GIGANTE,UND,0,,0,,,,0
498T,"VALVULA RED PRES ITAP 143 3/4"" 25/1-6BAR",UND,0,,0,,,,0
499T,BOMBA SIMERGIBLE 0.5H,UND,0,,0,,,,0
500T,MALLA SOLDADA GALVANIZADA 2X2X30X1.50,UND,0,,0,,,,0
501T,"CLAVOS ACERO 2""9X50",UND,0,,0,,,,0
502T,"PLATINA HN 2""X1/4""",UND,0,,0,,,,0
503T,TUBO AC CED40 1 1-4X6 MT,UND,0,,0,,,,0
504T,"TEE MECANICA ROSCABLE RECOMB 2""X 1 1/4",UND,0,,0,,,,0
505T,BOMBA JET PLURIJET 220V 4ET AUT PED,UND,0,,0,,,,0
506T,PLETINA MANGON ECON CEDAL,UND,0,,0,,,,0
507T,PERMAX X 1.45 MM MULTIPUNTI CONFECCIONADO,UND,0,,0,,,,0
508T,LIJA FANDELI TELA n0. 6'0 X MT,UND,0,,0,,,,0
509T,LIJA AGUA FANDELI 180,UND,0,,0,,,,0
510T,NEPLO INOX 1 1/4 CON CINTURA,UND,0,,0,,,,0
511T,NUDO INOX 1 1/4,UND,0,,0,,,,0
512T,ADAPTADOR ESPIGA C ED 40 X 1 1/4 M PLASTIGAMA,UND,0,,0,,,,0
513T,TUNO ESPIGA CED 40X1.25 MPA PLATIGAMA 6 M,UND,0,,0,,,,0
514T,TUBO ESPIGA CED 32X1.25 MPA PLATIGAMA 6 M,UND,0,,0,,,,0
515T,CODEO ESPIGA CED 32 X 45 PLASTIGAMA,UND,0,,0,,,,0
516T,CODO ESPIGA CED 32 X 90 PLASTIGAMA,UND,0,,0,,,,0
517T,VALVULA PIE BR 1 1/4 PEDROLLO,UND,0,,0,,,,0
518T,ABRAZADERA EMT 1/2 LUXAR,UND,0,,0,,,,0
519T,ABRAZADERA EMT 1/2 LUXAR,UND,0,,0,,,,0
520T,PEGAMENTO PVC ARROW NAR 236 ML 1-16,UND,0,,0,,,,0
521T,ADAPTADOR ESPIGA CED 40 X 1 1/4H,UND,0,,0,,,,0
522T,NEPLO POLIP 1 1/4  CON CINTURA,UND,0,,0,,,,0
523T,BOMBA SUMERGIBLE 1 HP 110 V,UND,0,,0,,,,0
524T,PISTOLA DE GRAVEDAD 45 PSI TRUPER RETOQUE,UND,0,,0,,,,0
525T,PINTURA TAN ALUMINO 1/32,UND,0,,0,,,,0
526T,REJILLA DE ALUMINIO 50 MM REDO,UND,0,,0,,,,0
527T,CANALETA ISA DEXSON 13X07X2 MT BLANCA,UND,0,,0,,,,0
528T,SIKA CARTUCHO SIKASIL BLANCO,UND,0,,0,,,,0
529T,"TEE MECANICA RANUR. RECOMB 2 1/2X 1 1/2""",UND,0,,0,,,,0
530T,REDUCCION BRONCE DE 1/2 X 1/4,UND,0,,0,,,,0
531T,CLAVO DE ACERO CHINO,UND,0,,0,,,,0
532T,ALAMBRE GALVANIZADO,UND,0,,0,,,,0
"533T ",BUSHIN HG 1 1/4 X 3/4,UND,0,,0,,,,0
534T,BUSHIN HN 3/4X1/2,UND,0,,0,,,,0
535T,CODO HN 90 X 1 1/4,UND,0,,0,,,,0
536T,TINNER ALQUIDICO,UND,0,,0,,,,0
537T,ESPONJA NEGRA,UND,0,,0,,,,0
538T,CODO AC PS C40 90X1 1/2,UND,0,,0,,,,0
539T,REDUCCION HN RANURADA ROSCABLE RECOMB,UND,0,,0,,,,0
540T,TAPON H 50 MM PLASTIGAMA,UND,0,,0,,,,0
541T,CODO PVC 110MM x 90 DESAGUE RIVAL,UND,0,"1,75 US$","2,1",,,,0
542T,CODO PVC 50MM X 90 DESAGUE RIVAL,UND,0,"0,62 US$","0,744",,,,0
543T,REGULADOR IRAB40KG 1/4 X 3/8 902 X MANOMETRO,UND,0,,0,,,,0
544T,"ESPATULA 2 1/2"" STANLEY",UND,0,,0,,,,0
545T,DETERGENTE 340 GR FLORAL DEJA,UND,0,,0,,,,0
546T,LIJA DE AGUA 150,UND,0,,0,,,,0
547T,VALVULA PVC ESFERA GRIS AZUL 63 MM COMPACTA AB,UND,0,,0,,,,0
548T,REDUCTOR SOL 75 MM X 63 MM ASTORE,UND,0,,0,,,,0
549T,TEE PVC 110 MM,UND,0,,0,,,,0
550T,HORMIPEGA PREMIUM VALV,UND,0,,0,,,,0
551T,VALVULA FILTRA 1/2 GENEBRE BRONCE,UND,0,,0,,,,0
552T,VALVULA FILTRA 1/2 ITAP,UND,0,,0,,,,0
553T,VALVULA ESFERA ROSCABLE AI 1 1/4,UND,0,,0,,,,0
554T,VALVULA ESFERA RNIBCO P/AMARILLA TFP 600A 1/2,UND,0,,0,,,,0
555T,"VALVULA ESFERA AI ROSCABLE 2 CPS 1/2""",UND,0,,0,,,,0
556T,BOMBA WATERPRO 1.5 HP BTP-110 T/PIRAÑA,UND,0,,0,,,,0
557T,ADAPTADOR TF H 25X1/2 TIGRE,UND,0,,0,,,,0
558T,VALVULA PVC BOLA P 1 1/2,UND,0,,0,,,,0
559T,BIJE RED SOLD 1 1/2 X 1 1/4 SCH 40 TIGRE,UND,0,,0,,,,0
560T,CODO PVC 90 DESAGUE 160 MM RIVAL,UND,0,,0,,,,0
561T,VALVULA CHECK YORK 103 BR 3-4,UND,0,,0,,,,0
562T,ADAPTADOR TF M 25 MM X 3/4,UND,0,,0,,,,0
563T,TORNILLO AUTOPERFORANTE 1X8,UND,0,,0,,,,0
564T,VALVULA ANGULAR BR. GIACOMONI HN NPTXNST ULFM 1 1/2,UND,0,,0,,,,0
565T,NIPLE BR 1 1/2 NPT X 1 1/2 NST,UND,0,,0,,,,0
566T,MANGUERA CONTRAINCENDIO CH DOBLE CHAQUETA 15 MT X 1 1/2,UND,0,,0,,,,0
567T,PITON BRONCE PARA MANGUERA NST 1 1/2,UND,0,,0,,,,0
568T,HACHA DE BOMBERO,UND,0,,0,,,,0
569T,EXTINTOR 10 LBS PQS,UND,0,,0,,,,0
570T,BLOWER INDUSTRIAL 0.5 HP 120/220 V HURACAN,UND,0,,0,,,,0
571T,"VALVULA DE BOLA PEGABLE 1 1/2 ",UND,0,,0,,,,0
572T,REDUCTOR DE 1 1/2 X 1 1/4 LASCO,UND,0,,0,,,,0
573T,"VALVULA DE BOLA PEGABLE 1""",UND,0,,0,,,,0
574T,ADAPTADOR H 3/4 LASCO,UND,0,,0,,,,0
575T,"TUBO 1"" CED 40 6 METROS",UND,0,,0,,,,0
576T,CADENA GALVANIZADA 1/8,UND,0,,0,,,,0
577T,CANDADO DE HIERRO 63 MM,UND,0,,0,,,,0
578T,BISAGRA DORADA,UND,0,,0,,,,0
579T,CANALETA BLANCA 22X10,UND,0,,0,,,,0
580T,TOMACORRIENTE DOBLE T AM 2P,UND,0,,0,,,,0
581T,DUCTO DE ALUMINIO PARA VENTILACION,UND,0,,0,,,,0
1228T,"REJILLA VENTILACION 5 X10 ",UND,0,,0,,,,0
1349T,TUBO PVC VENTILACION 50 MMX3MTS,UND,0,,0,,,,0
,TUBO PVC 75MM VENTILACION,,,,0,,,,0
,TUBO PVC 110MM VENTILACION,,,,0,,,,0
,,,,,0,,,,0
582T,TUBO BLANCO CED 40 1 1/4 X 6 METROS,UND,0,,0,,,,0
583T,PEGAMENTO PVC ARROW 118 ML,UND,0,,0,,,,0
"584T ",CINTA PAPEL ALUMINIO ADHESIVO,UND,0,,0,,,,0
585T,PILA ENERGIZER,UND,0,,0,,,,0
586T,CABLE RIGIDO N0. 50 ROJO,UND,0,,0,,,,0
587T,CLAVO DE ACERO CHINO 2 1/2,UND,0,,0,,,,0
588T,CLAVO DE ACERO CHINO  1 1/2,UND,0,,0,,,,0
589T,BOQUILLA DE BLOWER DAMIPLAST,UND,0,,0,,,,0
590T,"VALVULA FILTRA 1"" GENEBRE",UND,0,,0,,,,0
591T,TAPON PEGABLE 1 1/4 H LASCO,UND,0,,0,,,,0
592T,VALVULA CHECK SIAMESA 4 X 2 1/2  DOBLE,UND,0,,0,,,,0
593T,REDUCTOR PVC EXC DESAGUE 75X50 MM RIVAL,UND,0,"1,15 US$","1,38",,,,0
594T,"VALVULA CHECK RANUR FLOWCOM 350 A 2 1/2""",UND,0,,0,,,,0
595T,"BOMBA AGR SUMER UPM 4/3 1.5HP 220V 1.25 M 6"" PEDROLLO",UND,0,,0,,,,0
596T,MOTOR SUMERGIBLE 4.4ZPC55P2-5.5HP,UND,0,,0,,,,0
597T,HIDRAULICA SUMERGIBLE 4SR90G/50 5.5HP 2 MOTOR SUMERGIBLE DE 4,UND,0,,0,,,,0
598T,"TUBO PVC SCH-40 2""X6M 280 PSI EXT/LISOS",UND,0,,0,,,,0
599T,PEGA WELD ON 16 FL 473 ML NARANJA,UND,0,,0,,,,0
600T,"CODO PVC 45 CED 40 DE 2""",UND,0,,0,,,,0
601T,"CODO PVC 90 CED 40 DE 2""",UND,0,,0,,,,0
602T,"TEE PVC CED 40 2 "" GOL",UND,0,,0,,,,0
603T,"ADAPTADOR PVC M 2"" CED 40",UND,0,,0,,,,0
604T,"UNIVERSAL PVC 2"" DURA",UND,0,,0,,,,0
605T,"VALVULA BOLA VIENNA 216 2""",UND,0,,0,,,,0
606T,"VAVULA CHECK YORK 103 BR 1 1/4""",UND,0,,0,,,,0
607T,"VAVULA CHECK YORK 103 BR 2""",UND,0,,0,,,,0
608T,TANQUE HID TD-300/10 VERTICAL INM,UND,0,,0,,,,0
609T,ADAPTADOR PEGA 2 H LASCO,UND,0,,0,,,,0
610T,NUDO PVC PEGA 1 1/4,UND,0,,0,,,,0
611T,"BUSHING PEGA  1 1/4 X 1"" LASCO",UND,0,,0,,,,0
612T,TEE PEGA 1 1/4  LASCO,UND,0,,0,,,,0
613T,BUSHING PEGA 1 1/4 X 1/2 LASCO,UND,0,,0,,,,0
614T,ADAPTADOR PEGA 1 1/2  LASCO,UND,0,,0,,,,0
615T,BUSHING PEGABLE 1 1/2X 1 1/4 LASCO,UND,0,,0,,,,0
616T,"NEPLO AC CED 40  2 X 8""",UND,0,,0,,,,0
617T,"BUSHING HN ULFM 4"" X 2 1/2""",UND,0,,0,,,,0
618T,"VALVULA ESFERA AI ROSCABLE 2 CPS 1""",UND,0,,0,,,,0
619T,RIEL METAL 40X20 3 METROS,UND,0,,0,,,,0
620T,"ABRAZADERA PERA 2 1/2""",UND,0,,0,,,,0
621T,ADAPTADOR PEGA 1 1/4 M LASCO,UND,0,,0,,,,0
622T,NEPLO POLIP 1/2 C CINT PMEX,UND,0,,0,,,,0
623T,UNION DE BRONCE DE 1/2X1/2XM-H CACHIMBA,UND,0,,0,,,,0
624T,ADAPTADOR PVC M ROSCABLE 50X1 1/2,UND,0,,0,,,,0
625T,TUBO PVC 50 MM X 6METROS,UND,0,,0,,,,0
626T,CODO PVC 45 PRESION 50 MM,UND,0,,0,,,,0
627T,CODO PVC 90 PRESION 50 MM,UND,0,,0,,,,0
628T,YEE PVC 50MM DESAGUE RIVAL,UND,0,"0,92 US$","1,104",,,,0
629T,BOMBA SUMERGIBLE TRUPER 1.5 HP 110 V TRUPER,UND,0,,0,,,,0
630T,UNION BRONCE 1/2X1/2 MH CACHIMBA,UND,0,,0,,,,0
631T,"BUSHING HN ULFM 1 1/4""X1""",UND,0,,0,,,,0
632T,SIFON PVC 110MM DESAGUE RIVAL,UND,0,"4,90 US$","5,88",,,,0
633T,SIFON PVC 75MM DESAGUE RIVAL,UND,0,"3,58 US$","4,296",,,,0
634T,UNION PVC DESAGUE 50 MM RIVAL,UND,0,,0,,,,0
635T,UNION PVC DESAGUE 75 MM RIVAL,UND,0,,0,,,,0
636T,SIFON PVC 50 MM DESAGUE RIVAL,UND,0,"1,98 US$","2,376",,,,0
637T,POLILIMPIA 125 CC,UND,0,,0,,,,0
638T,KALIPEGA 946 CC LITRO,UND,0,,0,,,,0
639T,"KALIPEGA 500 CC ",UND,0,,0,,,,0
640T,NUDO PEGA 1/2 LASCO,UND,0,,0,,,,0
641T,TEE PVC CED40 PEGABLE TIGRE,UND,0,,0,,,,0
642T,BUJE PVC C40 3/4X1/2 DURA,UND,0,,0,,,,0
643T,"ADAPTADOR PVC H 3/4 CED40 ",UND,0,,0,,,,0
644T,VALVULA REDUCTORA P/AGUA 3/4 GENEBRE,UND,0,,0,,,,0
645T,ADAPATADOR PEGABLE 3/4 M LASCO,UND,0,,0,,,,0
646T,"DUCHA MONOCOMANDO FV FLOW E108/B3 CR ",UND,0,,0,,,,0
647T,SUELDA FRIO JUST COOPER JACO,UND,0,,0,,,,0
648T,PUENTE TF VESBO 32 MM,UND,0,,0,,,,0
649T,PUENTE TF VESBO 25 MM CORTO,UND,0,,0,,,,0
650T,CODO PEGABLE 1/2X90,UND,0,,0,,,,0
651T,ADAPTADOR PEGABLE 1/2 MACHO,UND,0,,0,,,,0
652T,CUELLO FLEX TUBER,UND,0,,0,,,,0
653T,CINTA EMPALME ADHESIVA,UND,0,,0,,,,0
654T,PINTURA REFLECTIONS,UND,0,,0,,,,0
655T,"ROLLER BRUSH 8"" MANGO",UND,0,,0,,,,0
656T,TORNILLO EMB P-AGLON,UND,0,,0,,,,0
657T,UNIVERSAL SOLDABLE 50 MM HID,UND,0,,0,,,,0
658T,"NUDO UNIVERSAL INOX DE 1 1/2” ",UND,0,,0,,,,0
659T,TUBO PVC SILVER 75 MM X 3 M RIVAL,UND,0,,0,,,,0
660T,"BROCA P CONCRETO 3/8""X6""",UND,0,,0,,,,0
661T,POLYEXPANDED BARRA 40 MM GRIS,UND,0,,0,,,,0
662T,"UNION HN ULFM 1 1/4""",UND,0,,0,,,,0
663T,"TUBO AC CED40 3""X6METROS",UND,0,,0,,,,0
664T,"CODO HN RANURADO 90X3""",UND,0,,0,,,,0
665T,"UNION RANURADA FLEXIBLE 3""",UND,0,,0,,,,0
666T,"TEE MECANICA  ROSCABLE 3""X 1 1/2",UND,0,,0,,,,0
667T,"BUSHING HG ULFM 1 1/2 X 1 1/4""",UND,0,,0,,,,0
668T,"COLGADOR AG PERA ULFM 3""",UND,0,,0,,,,0
669T,CAJETIN RECTANGULAR DEPLASTICO,UND,0,,0,,,,0
670T,TIJERA TF MECANICA P-CORTE,UND,0,,0,,,,0
671T,SIFON PVC 1 1/2 CON PLACA B,UND,0,,0,,,,0
672T,CHUPON UNIVERSAL 4 EN 1,UND,0,,0,,,,0
673T,CANASTILLA PLASTICA DE 1 1/2 YETKA COMPLETO,UND,0,,0,,,,0
674T,"CODO HG 150 ULFM 90X 1  1/4""",UND,0,,0,,,,0
675T,"TEE HN ULFM 3""",UND,0,,0,,,,0
676T,SIFON DE 1 1/2 PARA COCINA CON FREGADERO CON REBOSADERO,UND,0,,0,,,,0
677T,ESPUMA DE MULTIPOSICION,UND,0,,0,,,,0
678T,NEPLO INOX 1X4,UND,0,,0,,,,0
679T,"CODO HN 150 ULFM 90X1/2""",UND,0,,0,,,,0
680T,TUERCA DE ACERO G5 3/8 HILO 16,UND,0,,0,,,,0
681T,MASILLA PARA GYPSUM,UND,0,,0,,,,0
682T,UNION POLIP 1/2 M-H PMEX,UND,0,,0,,,,0
683T,KALIPEGA 125 CC,UND,0,,0,,,,0
684T,"GUANTE DE CUERO GRIS 20"" PARA SOLDAR",UND,0,,0,,,,0
685T,NUDO ESPIGA 50 GOL,UND,0,,0,,,,0
686T,LLAVE DE CHORRO FV,UND,0,,0,,,,0
687T,PERNO ANCLAJE ZINC,UND,0,,0,,,,0
688T,EQUIPO DE PRESURIZACION ELECTRONICO,UND,0,,0,,,,0
689T,"UNION HG THAI 1 1/4""",UND,0,,0,,,,0
690T,"CODO HN RANURADO RECOMB ULFM 45X3""",UND,0,,0,,,,0
"691T ","PLATINA DE 1 1/2 X 1/8""",UND,0,,0,,,,0
692T,REDUCCION PEGABLE 1 X 3/4 LASCO CAMPANA CHARLOT,UND,0,,0,,,,0
693T,"REDUCCION HN RANURADA 3X2""",UND,0,,0,,,,0
694T,"BROCA P CONCRETO 5/8""",UND,0,,0,,,,0
695T,PEGAMENTO PVC C ARROW NAR 950 ML,UND,0,,0,,,,0
696T,REDUCCION PEGABLE DE 1 1/4 X 1,UND,0,,0,,,,0
697T,REDUCCION PEGABLE DE 1 X 1/2,UND,0,,0,,,,0
698T,CODO HG 150 ULFM 45X1,UND,0,,0,,,,0
699T,TEE HG 1/2,UND,0,,0,,,,0
700T,NEPLO HG DE 1/2 CON CINTURA,UND,0,,0,,,,0
701T,"ADAPTADOR P-MA HEMBRA ",UND,0,,0,,,,0
702T,"NEPLO INOX 1/2 X 3""",UND,0,,0,,,,0
703T,"LLAVE ANGULAR 1/2 X 1/2 MM ",UND,0,"7,52 US$","9,024",,,,0
704T,RUEDAS PARA ANDAMIOS,UND,0,,0,,,,0
705T,UNION PVC 3/4 PEGABLE TIGRE,UND,0,,0,,,,0
706T,CODO PVC 45 PEGABLE 3/4 TIGRE,UND,0,,0,,,,0
707T,PEGA WELD ON TIGRE 237 ML,UND,0,,0,,,,0
708T,PLACA DECORATIVA PARA ROCIADOR,UND,0,"1,12 US$","1,34376",,,,0
